ORIGGPCD,ORIGGPFR,ORIGFDCD,ORIGFDNM,"Energie, R�glement UE N� 1169/2011 (kJ/100g)","Energie, R�glement UE N� 1169/2011 (kcal/100g)","Energie, N x facteur Jones, avec fibres  (kJ/100g)","Energie, N x facteur Jones, avec fibres  (kcal/100g)",Eau (g/100g),Prot�ines (g/100g),"Prot�ines brutes, N x 6.25 (g/100g)",Glucides (g/100g),Lipides (g/100g),Sucres (g/100g),Amidon (g/100g),Fibres alimentaires (g/100g),Polyols totaux (g/100g),Cendres (g/100g),Alcool (g/100g),Acides organiques (g/100g),AG satur�s (g/100g),AG monoinsatur�s (g/100g),AG polyinsatur�s (g/100g),"AG 4:0, butyrique (g/100g)","AG 6:0, capro�que (g/100g)","AG 8:0, caprylique (g/100g)","AG 10:0, caprique (g/100g)","AG 12:0, laurique (g/100g)","AG 14:0, myristique (g/100g)","AG 16:0, palmitique (g/100g)","AG 18:0, st�arique (g/100g)","AG 18:1 9c (n-9), ol�ique (g/100g)","AG 18:2 9c,12c (n-6), linol�ique (g/100g)","AG 18:3 c9,c12,c15 (n-3), alpha-linol�nique (g/100g)","AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100g)","AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100g)","AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100g)",Cholest�rol (mg/100g),Sel chlorure de sodium (g/100g),Calcium (mg/100g),Chlorure (mg/100g),Cuivre (mg/100g),Fer (mg/100g),Iode (�g/100g),Magn�sium (mg/100g),Mangan�se (mg/100g),Phosphore (mg/100g),Potassium (mg/100g),S�l�nium (�g/100g),Sodium (mg/100g),Zinc (mg/100g),R�tinol (�g/100g),Beta-Carot�ne (�g/100g),Vitamine D (�g/100g),Vitamine E (mg/100g),Vitamine K1 (�g/100g),Vitamine K2 (�g/100g),Vitamine C (mg/100g),Vitamine B1 ou Thiamine (mg/100g),Vitamine B2 ou Riboflavine (mg/100g),Vitamine B3 ou PP ou Niacine (mg/100g),Vitamine B5 ou Acide pantoth�nique (mg/100g),Vitamine B6 (mg/100g),Vitamine B9 ou Folates totaux (�g/100g),Vitamine B12 (�g/100g)
13.4,Poissons et crustac�s pan�s ou en beignets,26029,"Poisson pan�, surgel�, cru",1020,244,1020,244,49.5,11,11,27.3,9.82,2.2,20.5,0.9,0,1.43,0,0,1.3,2.57,4.8,0.0023,0,0.0034,0.004,0.0014,0.038,1.06,0.19,2.16,4.46,0.18,0.0077,0.055,0.085,28,0.69,18,800,0.059,0.68,110,25,0.18,108,185,-,270,0.42,3,-,0,6.88,4.7,-,0,0.12,0.12,1.54,0.27,0.078,24,0.96
13.4,Poissons et crustac�s pan�s ou en beignets,26030,"Poisson pan�, frit",814,195,814,195,62.2,11.9,11.9,13.2,10.3,1.09,12.1,0.9,0,1.48,0,0,2.15,3.61,4.42,< 0.05,< 0.05,0.021,0.01,0.15,0.15,1.34,0.37,-,-,0.031,-,0.15,0.27,36,0.84,15.1,501,0.055,0.45,5,32.4,0.14,164,283,6.24,337,0.39,16,0,traces,3.8,-,-,< 0.5,0.062,0.073,1.6,0.25,0.12,29,1.95
13.4,Poissons et crustac�s pan�s ou en beignets,26124,"Merlan, pan�",804,192,804,192,62.2,12.6,12.6,13.4,9.57,1.7,-,0.9,0,1.3,0,0,1.1,3.42,4.63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.64,48,190,0,0.7,-,33,0,260,320,-,250,0,0,-,0,2.48,-,-,0,0,0,0,0,0,0,0
13.5,Poissons fum�s,25998,"Hareng fum�, filet, doux",681,163,681,163,-,16.9,16.9,0,10.6,0,-,< 0.5,0,5.16,0,0,2.64,5.04,2.76,-,-,-,-,-,-,-,-,-,0.15,0.12,-,-,-,-,4.52,-,-,-,-,-,-,-,-,-,-,1820,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13.5,Poissons fum�s,26013,"Hareng fum�, au naturel",692,166,692,166,68.3,16.5,16.5,0,11.1,0,0,0,0,5.43,0,0,2.23,1.29,4.13,< 0.008,< 0.008,< 0.008,< 0.008,0.011,0.58,1.08,0.11,0.85,0.12,0.092,0.03,2.84,1.06,49.9,3.98,62.4,2910,< 0.1,1,40,34.8,< 0.1,155,226,28,1590,0.6,12,0,22,1.35,0,-,0,< 0.04,0.23,3.45,0.55,0.37,10,11.8
13.5,Poissons fum�s,26037,Saumon fum�,746,178,746,178,63.1,22,22,1.04,9.53,0,0,< 0.25,0,4.16,0,0,2.22,3.88,3.26,< 0.011,< 0.011,< 0.011,< 0.011,0.015,0.33,1.65,0.23,1.67,0.69,0.24,0.034,0.65,0.8,72.1,3.24,4.78,2000,0.035,0.21,40,35.2,0.0098,214,496,6.67,1300,0.26,15,< 8,5.45,2.85,0,-,0,0.23,0.1,10,0.71,1,26,3.35
13.5,Poissons fum�s,26087,"Maquereau, fum�",1020,245,1020,245,58.8,20.2,20.2,0.12,18.2,0,-,0,0,2.7,0,0,4.35,1.72,8.55,-,-,-,-,-,1.31,2.34,0.45,1.72,0.36,0.83,-,1.29,2.45,80,1.65,25,1130,0.09,0.95,78,36.9,< 0.1,227,313,34,659,0.34,47,-,-,1.6,0,-,0,0.12,0.3,9.01,0.49,0.47,13.3,9.91
13.5,Poissons fum�s,26090,Haddock (fum�) ou �glefin fum�,420,99,420,99,76.8,23.5,23.5,0,0.57,0,0,0,0,2.12,0,0,0.13,0.098,0.22,0,0,0,0,0,0.0062,0.084,0.042,0.035,-,0.023,-,0.063,0.11,77,1.91,49,1200,0.042,1.4,250,54,0.03,251,415,28,763,0.5,24,0,0.8,0.55,0.1,-,0,0.047,0.049,5.07,0.17,0.4,15,1.6
13.5,Poissons fum�s,26152,"Lieu ou colin d'Alaska, fum�",344,81.3,344,81.3,-,18.3,18.3,0,0.9,0,-,0,0,-,0,0,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13.5,Poissons fum�s,26232,"Hareng fum�, � l'huile",699,168,699,168,65.3,15.1,15.1,2,11,0,0,0,0,6.57,0,0,2.78,1.88,5.28,< 0.01,< 0.01,< 0.01,< 0.01,0.016,0.77,1.32,0.11,1.34,0.21,0.16,0.034,3.03,1.18,49.9,4.08,59.2,3820,0.1,0.9,20,27.4,< 0.1,125,173,17,1630,0.5,12,-,14.5,0.96,-,-,-,< 0.04,0.2,2.25,0.41,0.28,10,9.4
13.5,Poissons fum�s,27029,"Truite d'�levage, fum�e",753,180,753,180,61.7,23.4,23.4,0.69,9.27,0,0,0,0,4.86,0,0,1.89,2.76,2.6,< 0.008,< 0.008,< 0.008,< 0.008,0.0044,0.32,1.1,0.27,1.41,0.49,0.17,0.042,0.38,0.61,47.9,3.18,2.7,2460,< 0.1,0.4,40,31.4,< 0.1,227,412,23,1270,0.4,51,0,5.2,2.3,-,-,0,0.21,0.081,7.1,2.05,0.67,26,3.2
13.6,Autres produits � base de poisson (entr�es),8059,Rillettes de crabe,798,192,798,192,-,12.2,12.2,3.5,13.6,1.6,-,3.5,0,2.17,0,traces,1.1,7.8,3.58,-,-,-,-,-,-,-,-,-,2.28,1.18,-,-,-,-,1.11,-,-,-,-,-,-,-,-,-,-,440,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13.6,Autres produits � base de poisson (entr�es),8081,Rillettes de saumon,985,237,985,237,62.8,15.1,15.1,2,18.4,0.9,0,1.6,0,1.81,0,traces,2.4,8.68,5.7,0.018,0.016,< 0.017,< 0.028,0.044,0.28,1.64,0.4,8.41,2.42,0.96,0.04,0.78,0.91,29.9,1.3,14,737,< 0.1,0.4,10,21,< 0.1,130,222,20,510,0.4,6,-,2.5,4.65,-,-,-,0.056,0.11,4.25,0.42,0.24,19,2.15
13.6,Autres produits � base de poisson (entr�es),8082,Rillettes de thon,826,199,826,199,63.5,16.4,16.4,1.65,13.8,1.2,0,1.4,0,1.71,0,traces,1.1,6.7,5.35,< 0.016,< 0.016,< 0.016,< 0.016,< 0.016,0.037,0.75,0.31,6.7,4.01,0.67,0.051,0.14,0.48,44.9,1.24,18.4,707,< 0.1,0.7,6,25.5,< 0.1,121,202,8,490,0.5,5,-,1.2,7.09,-,-,-,0.22,0.07,9.1,< 0.16,0.36,27,2.6
13.6,Autres produits � base de poisson (entr�es),8083,Rillettes de maquereau,1020,246,1020,246,-,11,11,1,22,0,-,0,0,-,0,traces,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13.6,Autres produits � base de poisson (entr�es),8291,Terrine de poisson,714,171,714,171,66.5,11,11,5.5,11.4,0.2,4,1.4,0,2.01,0,traces,4,4.07,2.83,0.033,0.025,0.021,0.033,0.046,0.25,1.09,0.32,4.07,1.45,0.63,0.016,0.45,0.28,37.3,1.25,30.5,877,< 0.1,0.4,25,19,< 0.1,66,210,13,500,0.4,15,-,1.2,4,-,-,< 0.5,0.045,0.11,1.6,0.32,0.12,23,1.05
13.6,Autres produits � base de poisson (entr�es),8293,"Tarama, pr�emball�",2200,534,2200,534,30,6.75,6.75,3.19,54.8,0.75,2.44,0.74,0,1.63,0,traces,4.61,30.4,15.4,< 0.049,< 0.049,< 0.049,< 0.049,< 0.049,0.15,2.7,0.16,30.2,9.45,4.09,< 0.049,0.41,0.32,65.2,1.69,8.5,935,< 0.1,0.4,10,6.6,< 0.1,79,80.9,< 5,676,0.7,5,53,0.96,9,-,-,< 0.5,0.1,0.095,0.57,0.64,0.084,< 16,2.7
13.6,Autres produits � base de poisson (entr�es),10042,"Escargot en sauce au beurre persill�, cuit",1150,277,1150,277,57.2,12.9,12.9,2.26,23.7,1.02,-,1.69,0,3.19,0,traces,14.8,5.63,0.85,0.85,0.53,0.3,0.62,0.75,2.39,6.76,2.18,4.44,0.41,0.11,0.064,0.021,< 0.011,225,1.66,-,992,2.3,2.5,< 20,35,0.34,150,89,< 50,665,1.2,131,-,-,-,10.4,-,-,0.065,0.04,0.2,0.25,0.069,14.1,0.26
13.6,Autres produits � base de poisson (entr�es),25537,Carpaccio de saumon avec marinade,901,217,901,217,64.3,18.3,18.3,0.22,15.8,0,0.02,0.26,0,1.67,0,-,2.75,7.22,3.11,-,-,-,-,-,-,-,-,-,-,-,-,0.4,0.57,51.9,0.34,14.9,-,0.08,0.64,37.9,24.7,0.06,173,279,19.5,135,0.55,13.6,-,4.23,3.25,-,-,4.21,0.25,0.08,6.26,1.46,0.55,16.3,4.33
13.6,Autres produits � base de poisson (entr�es),26004,"Oeufs de lompe, semi-conserve",462,111,462,111,76,10.4,10.4,1,7.27,0,0,0,0,5.1,0,traces,1.86,1.34,3.33,< 0.007,< 0.007,< 0.007,< 0.007,< 0.007,0.15,1.14,0.29,1.11,0.074,0.057,0.043,1.36,1.77,253,4.87,11.6,3000,< 0.1,0.4,60,3,< 0.1,83,68.4,8,1950,0.8,13,0,2.65,1.89,0.6,-,< 0.5,< 0.04,0.071,< 0.16,0.28,0.08,25,5.45
13.6,Autres produits � base de poisson (entr�es),26005,"Caviar, semi-conserve",1060,254,1060,254,-,25,25,traces,17.1,traces,0,0,0,-,0,traces,3.21,4.88,7.33,-,-,-,-,-,-,-,-,-,-,-,-,1.36,1.77,-,-,-,-,0.04,-,117,-,0.07,-,-,8,-,0.8,-,-,-,1.6,-,-,-,0.49,0.071,0.08,0.28,0.08,25,5.45
13.6,Autres produits � base de poisson (entr�es),26010,Hareng marin� ou rollmops,880,211,880,211,67,13.7,13.7,8,13.8,1.9,1.1,0,0,2.82,0,traces,2.51,8.02,1.92,0,0,0.016,0.011,0,0.8,1.55,0.13,2.49,0.39,0.23,-,0.57,0.73,44.7,2.56,53.5,-,0.11,1.07,47,7.2,0.035,70.5,56.5,46,1030,0.59,27.3,0,13.2,1.48,0.2,-,0,0.033,0.13,2.9,0.081,0.19,1.9,5.1
13.6,Autres produits � base de poisson (entr�es),26046,"Surimi, b�tonnets, tranche ou r�p� saveur crabe",525,125,525,125,72.5,8.31,8.31,11.8,4.92,2.1,9.7,< 0.33,0,2.15,0,traces,0.38,1.95,1.12,< 0.003,< 0.003,< 0.003,< 0.003,< 0.003,0.015,0.26,0.075,1.94,0.58,0.23,0.0077,0.095,0.2,10.8,1.49,19.9,1010,0.04,0.4,10,11.5,0.0089,44,51.8,8.3,596,0.19,28,0,< 0.5,1.1,0.1,-,0,0.02,0.021,0.22,0.07,0.03,2,0.71
13.6,Autres produits � base de poisson (entr�es),26056,"Oeufs de cabillaud, fum�s, semi-conserve",614,146,614,146,67,26.9,26.9,0.1,4.2,-,-,0,0,1.9,0,traces,0.56,0.65,1.31,-,-,0,0,0,0,0.47,0.093,0.37,0.093,0,-,0.37,0.84,-,0.73,8.2,-,0.082,1.11,173,12.8,0.13,453,280,-,290,4.3,8.7,-,27.2,-,-,-,-,-,-,-,-,-,-,-
13.6,Autres produits � base de poisson (entr�es),26186,"Maquereau, marin�",768,185,768,185,66.6,16.3,16.3,traces,13.3,traces,-,0,0,2.86,0,traces,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.29,14.6,-,0.09,0.6,285,13.6,< 0.1,92.9,90.8,16,915,0.25,34.5,-,-,-,-,-,-,0.037,0.13,3.18,0.22,0.25,12.4,-
13.6,Autres produits � base de poisson (entr�es),26187,"Anchois commun, marin�",573,136,573,136,60.2,23.9,23.9,2.7,3.26,0,0,0,0,8.85,0,traces,0.99,0.65,1.29,< 0.003,< 0.003,< 0.003,< 0.003,0.004,0.11,0.64,0.12,0.54,0.31,0.024,0.014,0.35,0.54,105,5.58,120,5310,0.17,2.8,8,102,0.14,148,159,46,2230,1.95,11,0,2.4,1.1,-,-,-,< 0.04,0.2,2.75,0.41,0.18,37,15.3
13.6,Autres produits � base de poisson (entr�es),26239,"Surimi, fourr� au fromage",603,144,603,144,-,6.35,6.35,11.8,7.85,2.55,-,< 1,0,1.85,0,traces,3.74,2.85,0.83,-,-,-,-,-,-,-,-,-,0.6,0.23,-,-,-,-,1.65,-,-,-,-,-,-,-,-,-,-,661,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13.6,Autres produits � base de poisson (entr�es),26275,"Oeufs de saumon, semi-conserve",972,232,972,232,-,30.4,30.4,1.5,11.6,1.5,-,0,0,3.92,0,traces,2.58,3.09,5,-,-,-,-,-,-,-,-,-,0.17,0.17,-,-,-,-,2.82,-,-,-,-,-,-,-,-,-,-,1130,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14.1,"Crustac�s et mollusques, crus",10001,"Calmar ou calamar ou encornet, cru",319,75.4,319,75.4,80.8,12.7,12.7,4.25,0.87,0,0,0,0,1.43,0,0,0.25,0.11,0.33,0,0,0,0,0,0.017,0.18,0.047,0.038,0.0014,-,-,0.099,0.23,247,0.72,17.5,-,0.2,0.2,12.8,44.2,< 0.1,131,206,30.8,289,1.15,2,0,0.36,1.39,0,-,4.7,< 0.04,0.044,1.59,0.24,0.11,5,4.75
14.1,"Crustac�s et mollusques, crus",10003,"Coquille Saint-Jacques, noix et corail, crue",351,83,351,83,79.3,17,17,0.78,1.31,0,-,0,0,1.62,0,0,0.19,0.096,0.38,0,0,0,0,0.001,0.02,0.12,0.04,0.011,0.0076,0.0086,-,0.12,0.14,42.2,0.48,220,-,< 0.09,1.16,42.6,51.4,2.4,225,388,21.4,191,2.91,2,0,< 0.5,0,0,-,0,< 0.04,0.14,1.9,0.4,0.1,16,4.99
14.1,"Crustac�s et mollusques, crus",10008,"Escargot, cru",330,77.9,330,77.9,79.1,16.1,16.1,1.29,0.92,0,-,0,0,2.59,0,0,0.29,0.2,0.26,0,0,0,0,0,0.029,0.16,0.088,0.11,0.12,0.016,-,0.12,0,57.5,0.35,90,-,2.8,2.6,6,48.3,1.2,157,35,-,138,1.17,30,0,< 0.5,5,0.1,-,15,0.02,0.12,1.7,-,0.028,8.5,0.92
14.1,"Crustac�s et mollusques, crus",10010,"Homard, cru",354,83.6,354,83.6,78.5,17.5,17.5,0.63,1.21,0,0,0,0,2.14,0,0,0.16,0.27,0.39,0,0,0,0,0.0019,0.012,0.1,0.044,0.18,0.04,0.054,0.005,0.18,0.093,128,0.9,68.8,-,1.3,0.5,240,34.2,0.19,153,169,< 2.2,361,2.96,1,0,0,1.19,0,-,2.5,0.053,0.032,1.8,1.47,0.16,13.5,3.78
14.1,"Crustac�s et mollusques, crus",10011,"Hu�tre, sans pr�cision, crue",283,67.2,283,67.2,83.3,8.64,8.64,3.86,1.91,traces,traces,0,0,2.3,0,0,0.34,0.23,0.35,-,-,-,-,-,0.044,0.21,0.052,0.039,0.015,0.012,0.017,0.15,0.071,20.3,1.56,98.7,820,1.24,2.21,101,97.9,0.51,94.6,158,21.4,623,20.7,14.2,-,< 0.5,1.21,0,-,7.7,0.037,0.15,1.95,0.65,0.095,18,28.6
14.1,"Crustac�s et mollusques, crus",10014,"Moule commune, crue",299,71,299,71,83,11.9,11.9,1.71,1.84,0,0,0,0,1.6,0,0,0.44,0.5,0.54,0,0,0,0,0,0.053,0.26,0.1,0.13,0.037,0.029,0.082,0.2,0.17,33,1.09,28,462,0.16,7.98,140,36.5,1.82,171,233,46,434,2.5,66,0,0,2.03,0.1,-,8,0.16,0.21,1.6,0.5,0.073,41.9,11.1
14.1,"Crustac�s et mollusques, crus",10015,"Langouste, crue",364,86.1,364,86.1,78.6,18.2,18.2,0.61,1.2,0,0,0,0,1.39,0,0,0.22,0.28,0.59,0,0,0,0,0,0.0056,0.14,0.074,0.08,-,-,0.19,0.27,0.11,70,0.45,58.5,-,0.38,1.26,65,34.5,0.015,238,180,-,180,5.67,5,0,-,1.47,-,-,2,0.007,0.046,4.25,0.35,0.18,1,3.5
14.1,"Crustac�s et mollusques, crus",10016,"Seiche, crue",327,77.2,327,77.2,80.3,15.8,15.8,1.22,1,0,0,0,0,1.68,0,0,0.32,0.071,0.43,-,-,-,-,0,0.019,0.15,0.044,0.046,0.0084,0.0091,0.059,0.07,0.16,112,1.26,45.8,0,0.59,3.26,21,30,0.11,387,354,65,502,1.73,25,0,0,2.4,-,-,5.3,0.009,0.91,1.22,0.5,0.15,16,3
14.1,"Crustac�s et mollusques, crus",10017,"Clam, Praire ou Palourde, cru",280,66,280,66,82.7,10.7,10.7,3.91,0.83,0,0,0,0,1.82,0,0,0.19,0.12,0.19,0,0,0,0,0.004,0.008,0.11,0.05,0.054,0.027,0.015,-,0.043,0.064,30,1.5,39,-,0.053,1.62,80,19,0.085,198,46,-,601,0.51,90,0,0,0.68,0.2,-,0,0.015,0.04,0.35,0.15,0.01,5,11.3
14.1,"Crustac�s et mollusques, crus",10018,"Poulpe, cru",240,56.6,240,56.6,85.4,12.9,12.9,0.09,0.5,0,< 0.2,0,0,1.05,0,0,0.16,0.058,0.13,0,0,0,0,0,0.004,0.1,0.044,0.019,0.0012,0.0006,-,0.04,0.081,123,0.68,40.5,0,0.44,3.4,20.5,30,0.018,148,291,19.5,271,1.65,45,0,1,1.65,0.1,-,5,0.049,0.057,2.65,0.5,0.36,13,15
14.1,"Crustac�s et mollusques, crus",10019,"Bulot ou Buccin, cru",557,131,557,131,66,23.8,23.8,7.52,0.64,0,0,0,0,2,0,0,0.031,0.028,0.023,0,0,0,0,0,0.002,0.02,0.009,-,-,-,-,0.004,0.006,65,0.52,57,-,1.03,5.03,-,86,0.45,141,347,-,206,1.63,26,0,0,0.13,0.1,-,4,0.026,0.11,1.05,0.21,0.34,6,9.07
14.1,"Crustac�s et mollusques, crus",10021,"Crevette, crue",422,99.5,422,99.5,74.3,21.4,21.4,1.43,0.92,0,-,0,0,1.99,0,0,0.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150,0.6,84.8,-,0.72,0.49,120,49.8,0.17,195,278,34,242,2.81,-,-,< 0.2,1.7,-,-,0,0.035,0.03,3.2,0.37,0.15,19,1
14.1,"Crustac�s et mollusques, crus",10024,"Langoustine, crue",401,94.7,401,94.7,75.3,19.6,19.6,1.98,0.92,0,-,0,0,2.21,0,0,0.24,0.2,0.29,-,-,-,-,0,0.015,0.11,0.05,0.18,0.025,0.034,0.0031,0.16,0.074,79.4,0.72,48.3,-,0.7,1.98,141,67.5,0.04,144,213,55,287,4.6,0,-,0,1.5,0,-,3,0.13,0.01,2,1.5,0.21,17,0.9
14.1,"Crustac�s et mollusques, crus",10026,"Moule de M�diterran�e, crue",290,68.7,290,68.7,83.7,10.7,10.7,2.77,1.67,0,-,0,0,1.23,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88,-,1.1,10.9,-,44,0.8,-,382,-,-,4.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14.1,"Crustac�s et mollusques, crus",10030,"�crevisse, crue",287,67.7,287,67.7,83,14.8,14.8,0.47,0.74,0,0,0,0,1,0,0,0.14,0.14,0.22,-,-,-,-,0,0.0085,0.097,0.026,-,0.007,0.015,-,0.12,0.027,133,0.16,25,280,0.24,0.55,4,30,0.15,218,261,70,62,1.01,16.5,0,0.5,1.5,0,-,0.5,0.028,0.036,1.88,0.57,1.09,30,2.4
14.1,"Crustac�s et mollusques, crus",10035,"Hu�tre creuse, crue",283,67.2,283,67.2,83.3,8.64,8.64,3.86,1.91,0,0,0,0,2.3,0,0,0.34,0.23,0.35,0,0,0,0,0.00042,0.044,0.21,0.052,0.039,0.015,0.012,-,0.15,0.071,20.3,1.18,77.9,-,1.41,2.07,101,71.6,0.66,94.6,215,28.6,470,26.8,14.2,0,< 0.5,1.21,-,-,6.5,0.037,0.15,1.95,0.65,0.095,10,28.6
14.1,"Crustac�s et mollusques, crus",10036,"Hu�tre plate, crue",226,53.5,226,53.5,85.7,10.2,10.2,1.16,0.9,0,0,0,0,2.04,0,0,0.17,0.21,0.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98,1.28,186,-,-,6,-,-,-,267,260,-,510,45,75,0,0.54,0.46,-,-,0,0.1,0.2,1.5,-,0.16,10,-
14.1,"Crustac�s et mollusques, crus",10038,"Crevette, surgel�e, crue",444,105,444,105,-,23.4,23.4,0.74,0.8,0,0,< 1,0,1.84,0,0,0,0.18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,142,0.6,-,-,-,-,-,-,-,-,-,-,240,0.9,2,0,-,2.85,-,-,0,-,0.02,0.5,-,0.07,13,-
14.1,"Crustac�s et mollusques, crus",10039,"Crabe, cru",550,131,550,131,72.4,23.1,23.1,0,4.23,0,0,0,0,1.9,0,0,0.59,1.23,1.91,-,-,-,-,0,0.055,0.42,0.063,0.71,0.047,0.041,0.009,0.32,0.15,78,0.54,120,-,0.44,3.5,60,51,-,220,152,82,215,11.9,2,0,0,2.4,0,-,0,0.05,0.4,1.7,0.71,0.3,20,13.5
14.1,"Crustac�s et mollusques, crus",10041,"Ormeau, cru",421,99.3,421,99.3,74.6,17.1,17.1,6.01,0.76,0,-,0,0,1.57,0,0,0.15,0.11,0.1,0,0,0,0,0,0.023,0.1,0.021,-,-,-,-,0.049,0,85,0.75,31,-,0.2,3.19,-,48,0.04,190,250,-,301,0.82,2,0,0,4,-,-,2,0.19,0.1,1.5,3,0.15,5,0.73
14.1,"Crustac�s et mollusques, crus",10045,"Coquille Saint-Jacques, noix, crue",354,83.6,354,83.6,78.7,17.9,17.9,1.15,0.84,0,-,0,0,1.49,0,0,0.094,0.032,0.17,-,-,-,-,-,0.0062,0.057,0.025,0.003,0.0018,0.0014,-,0.05,0.081,38,0.34,11.9,-,< 0.1,0.58,28,44,1.15,224,392,7.7,137,1.56,< 2,-,< 0.5,1.04,-,-,-,< 0.04,0.046,1.97,0.092,0.13,-,2
14.1,"Crustac�s et mollusques, crus",10048,"Pecten d'Am�rique ou Peigne du canada, noix, crue",348,82.1,348,82.1,78.7,17.3,17.3,1.6,0.72,0,-,0,0,1.67,0,0,-,-,0.34,-,-,-,-,-,0.015,0.13,0.035,-,0.0032,0.0014,0.0093,0.14,0.18,-,-,22,-,-,-,-,-,-,234,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14.1,"Crustac�s et mollusques, crus",10049,"P�toncle ou Peigne du P�rou, noix, crue",376,88.7,376,88.7,-,17.5,17.5,3.1,0.7,0,-,0,0,0.38,0,0,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38,-,-,-,-,-,-,-,-,-,-,150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14.1,"Crustac�s et mollusques, crus",10059,"Crevette rose, crue",383,90.1,383,90.1,76.3,20.6,20.6,1.11,0.38,0,-,0,0,1.62,0,0,0.081,0.078,0.13,0,0,0,0,0,0.0016,0.048,0.026,0.036,0.017,0.002,0.035,0.03,0.039,112,0.3,64,-,0.39,0.52,-,35,0.033,214,264,-,119,1.34,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14.1,"Crustac�s et mollusques, crus",34500,"Grenouille, cuisse, crue",297,70.1,297,70.1,82,16.4,16.4,0.48,0.3,0,0,0,0,0.89,0,0,0.076,0.053,0.1,0,0,0,0,0,0.001,0.054,0.021,-,-,-,-,0.014,0.02,50,0.14,18,-,0.25,1.43,6,21.5,-,147,298,-,54.4,1,15,0,0.2,1,0.1,-,5,0.14,0.25,1.2,-,0.66,15,0.4
14.2,Produits � base de crustac�s et mollusques appert.,10005,"Crabe, miettes et ou pattes d�cortiqu�es, appertis�, �goutt�",456,108,456,108,72.4,16.8,16.8,7.34,1.19,0.6,-,< 0.33,0,2.06,0,0,0.23,0.27,0.48,-,-,-,-,0,0.013,0.12,0.063,0.15,0.02,0.016,0.0039,0.27,0.17,78,1.59,120,830,0.44,3.5,60,32,0,220,110,31,638,11.9,0,-,0,2.4,< 0.1,-,0,0.05,0.4,1.7,0.71,0.3,20,13.5
14.2,Produits � base de crustac�s et mollusques appert.,10028,"Moule, appertis�e, �goutt�e",431,102,431,102,75.1,14.6,14.6,5.93,2.2,0.5,-,0,0,2.16,0,0,0.54,0.3,1.06,-,-,0,0,0,0.11,0.33,0.11,0,0.03,0.02,-,0.45,0.45,38,1.6,57,-,0.16,8.44,189,42,0.7,189,98,57.2,639,3.56,21.1,-,0,3.5,0,-,0,0.01,0.11,1,-,0.08,27,10.2
14.2,Produits � base de crustac�s et mollusques appert.,10081,"Moules � la sauce catalane ou escab�che (tomate), appertis�e, �goutt�e",605,145,605,145,-,12.5,12.5,5,7.9,3.7,-,2,0,2.17,0,0,0.91,2.08,3.33,-,-,-,-,-,-,-,-,-,3.21,0.03,-,-,-,-,1.73,-,-,-,-,-,-,-,-,-,-,691,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14.3,"Crustac�s et mollusques, cuits",10004,"Coquille Saint-Jacques, noix et corail, cuite",463,110,463,110,73,20.2,20.2,3.22,1.77,0,0,0,0,1.82,0,0,0.27,0.13,0.68,0,0,0,0,0.0019,0.021,0.17,0.084,0.06,0.009,0.011,-,0.12,0.12,41,0.43,19.6,410,0.073,1.6,20,62.8,1.27,357,334,118,173,2.89,2,0,0,0,0,-,0,0.012,0.024,1.08,0.37,0.11,20,8.39
14.3,"Crustac�s et mollusques, cuits",10007,"Crevette, cuite",448,106,448,106,72.2,19.3,19.3,4.12,1.33,< 0.1,0,0,0,3.06,0,0,0.31,0.26,0.48,0,0,0,0,0.0071,0.016,0.18,0.11,0.1,0,0,0,0.17,0.17,159,0.97,240,1510,0.5,1.98,< 5,61,0.077,57,254,30.4,387,1.69,< 2,0,< 0.5,2.48,0.2,-,1.5,0.034,0.031,1.77,0.4,0.18,22,1.64
